,CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Geography_France,Geography_Germany,Geography_Spain
4460,653,1,46,0,119556.1,1,1,0,78250.13,1,1,0,0
4461,687,1,28,7,108116.66,1,1,1,27411.19,0,1,0,0
4462,673,1,39,7,82255.51,2,1,0,109545.56,0,1,0,0
4463,600,0,39,7,88477.36,2,1,0,58632.37,0,0,1,0
4464,773,1,51,4,0.0,2,0,0,123587.83,1,0,0,1
4465,655,0,51,3,0.0,2,0,1,15801.02,0,1,0,0
4466,770,1,37,5,141547.26,2,0,1,180326.83,0,0,1,0
4467,714,1,45,8,150900.29,2,0,1,139889.15,0,0,0,1
4468,773,1,34,10,126979.75,1,0,0,36823.28,0,0,1,0
4469,520,1,38,5,0.0,2,1,0,163185.76,0,1,0,0
4470,656,1,40,2,0.0,2,1,1,180553.48,0,1,0,0
4471,593,1,43,10,0.0,2,0,0,53478.02,0,0,0,1
4472,678,0,41,9,0.0,1,0,0,13160.03,0,1,0,0
4473,693,0,28,8,0.0,2,1,1,158545.25,0,1,0,0
4474,683,1,38,3,126152.84,1,0,0,15378.75,0,0,0,1
4475,726,0,56,2,105473.74,1,1,1,46044.7,0,0,0,1
4476,669,0,30,7,139872.81,1,1,0,188795.85,0,0,1,0
4477,780,1,71,9,142550.25,2,1,1,122506.78,0,0,1,0
4478,545,0,44,2,127536.44,1,1,0,108398.63,0,0,1,0
4479,529,0,43,0,123815.86,1,1,1,78463.99,1,1,0,0
4480,612,0,33,9,0.0,1,0,0,142797.5,1,1,0,0
4481,621,1,51,4,109978.83,1,0,0,177740.58,1,0,1,0
4482,608,0,34,4,88772.87,1,1,1,168822.01,0,1,0,0
4483,744,1,41,7,190409.34,2,1,1,138361.48,0,0,1,0
4484,640,1,34,1,137523.02,1,0,0,24761.36,0,0,0,1
4485,706,0,29,1,209490.21,1,1,1,133267.69,1,0,0,1
4486,761,0,33,6,138053.79,2,1,0,148779.41,0,1,0,0
4487,759,0,35,7,147936.42,1,1,1,106785.7,0,0,0,1
4488,534,1,41,9,0.0,2,1,0,13871.34,0,1,0,0
4489,461,0,35,8,0.0,1,1,0,132295.95,0,0,0,1
4490,582,0,29,0,0.0,1,1,1,84012.81,0,1,0,0
4491,600,1,49,7,90218.9,1,1,0,91347.76,0,1,0,0
4492,640,0,32,6,118879.35,2,1,1,19131.71,0,0,0,1
4493,743,1,35,6,79388.33,1,1,1,193360.69,0,0,0,1
4494,649,1,36,8,0.0,2,1,0,161668.15,0,0,0,1
4495,616,0,66,1,135842.41,1,1,0,183840.51,1,1,0,0
4496,479,1,35,4,138718.92,1,1,1,47251.79,1,0,1,0
4497,528,0,46,9,135555.66,1,1,0,133146.03,1,0,1,0
4498,649,1,45,7,0.0,2,0,1,75204.21,0,1,0,0
4499,624,1,54,3,116726.22,1,1,0,110498.1,1,0,1,0
4500,723,1,38,6,0.0,2,1,1,94415.6,0,0,0,1
4501,603,0,39,9,76769.68,1,0,0,48224.72,0,1,0,0
4502,718,1,28,4,65643.3,1,1,0,28760.99,0,0,1,0
4503,535,1,40,7,111756.5,1,1,0,8128.32,1,0,1,0
4504,481,1,37,8,152303.66,2,1,1,175082.2,0,1,0,0
4505,661,1,41,5,0.0,1,0,1,88279.6,0,1,0,0
4506,631,1,55,9,99685.06,1,1,0,114474.98,0,0,0,1
4507,633,1,35,10,0.0,2,1,0,65675.47,0,1,0,0
4508,497,1,35,7,110053.62,2,1,1,92887.06,0,0,1,0
4509,673,1,41,5,0.0,1,1,1,65657.29,0,1,0,0
4510,574,1,54,1,99774.5,1,0,0,4896.11,1,0,1,0
4511,654,0,29,4,96974.97,1,0,1,141404.07,0,1,0,0
4512,779,1,33,1,158456.76,1,1,1,197000.92,1,0,1,0
4513,579,1,37,4,0.0,2,1,1,32246.63,0,0,0,1
4514,664,1,32,10,107209.73,1,1,1,112340.2,0,1,0,0
4515,673,1,39,8,138160.0,1,1,1,110468.51,0,0,0,1
4516,513,0,49,5,171601.27,1,1,0,126223.84,0,0,1,0
4517,804,1,24,3,0.0,2,1,0,173195.33,0,1,0,0
4518,698,1,27,7,0.0,2,1,0,111471.55,0,1,0,0
4519,827,0,60,2,0.0,2,0,1,60615.83,0,1,0,0
4520,503,1,30,10,136622.55,2,0,0,47310.24,0,0,1,0
4521,585,1,55,10,106415.57,3,1,1,122960.98,1,1,0,0
4522,748,0,49,7,29602.08,1,0,0,163550.58,1,1,0,0
4523,631,0,22,3,0.0,2,0,0,30781.77,0,1,0,0
4524,613,0,40,9,95624.36,2,1,1,60706.33,0,1,0,0
4525,659,1,29,6,123192.12,1,1,1,56971.41,1,1,0,0
4526,850,1,36,0,0.0,2,1,0,141242.57,0,0,0,1
4527,691,0,38,5,114753.76,1,1,0,107665.02,0,0,1,0
4528,540,0,31,10,118158.74,1,1,1,158027.57,0,0,0,1
4529,674,1,37,3,0.0,1,1,0,158049.9,0,1,0,0
4530,497,1,44,2,121250.04,1,0,1,79691.4,0,0,0,1
4531,704,0,37,9,155619.58,1,1,1,135088.58,0,0,0,1
4532,575,1,40,5,0.0,2,1,1,122488.59,0,1,0,0
4533,793,1,54,2,128966.13,1,0,0,18633.4,1,0,1,0
4534,446,0,51,4,105056.13,1,0,0,70613.52,0,1,0,0
4535,714,1,52,4,100755.66,1,1,1,186775.25,0,1,0,0
4536,749,0,33,1,74385.98,1,1,0,20164.47,0,1,0,0
4537,644,1,28,0,0.0,2,1,0,119419.37,0,0,0,1
4538,635,0,27,8,127471.56,1,1,1,152916.05,1,1,0,0
4539,611,1,30,9,0.0,2,1,1,148887.69,0,1,0,0
4540,653,1,33,1,0.0,2,0,0,53379.52,0,1,0,0
4541,809,1,24,7,109558.36,1,1,0,183515.13,0,1,0,0
4542,659,0,44,9,23503.31,1,0,1,169862.01,1,1,0,0
4543,696,1,60,8,88786.81,1,1,1,196858.4,0,0,0,1
4544,660,1,38,7,0.0,2,0,1,146585.53,0,1,0,0
4545,494,1,40,7,0.0,2,0,1,158071.69,0,1,0,0
4546,593,0,41,4,119703.1,2,1,1,109783.29,0,0,1,0
4547,622,1,27,9,139834.93,1,1,1,152733.89,0,0,0,1
4548,679,0,32,0,88335.05,1,0,0,159584.81,0,0,1,0
4549,632,1,44,3,107764.75,1,1,0,185667.72,0,1,0,0
4550,850,1,39,4,127771.35,2,0,1,151738.54,0,1,0,0
4551,559,1,67,9,125919.35,1,1,0,175910.95,1,0,0,1
4552,566,0,42,6,0.0,1,1,0,180702.12,1,1,0,0
4553,628,1,27,5,95826.49,2,1,0,155996.96,0,0,1,0
4554,755,1,62,1,127706.33,2,0,1,142377.69,0,1,0,0
4555,350,1,39,0,109733.2,2,0,0,123602.11,1,0,1,0
4556,650,0,48,7,138232.24,1,1,0,57594.78,0,0,1,0
4557,705,0,44,10,106731.58,1,1,0,137419.87,1,0,1,0
4558,705,1,44,0,184552.12,1,1,0,68860.3,1,0,0,1
4559,632,1,60,2,0.0,2,0,1,2085.32,0,1,0,0
4560,661,1,42,2,178820.91,1,0,0,29358.57,1,0,0,1
4561,743,1,23,3,110203.77,1,1,0,95583.45,0,1,0,0
4562,603,1,44,6,108122.39,2,1,0,108488.33,1,0,1,0
4563,605,0,32,5,0.0,2,1,1,42135.28,0,1,0,0
4564,776,0,37,2,103769.22,2,1,0,194099.12,0,0,1,0
4565,721,1,68,4,136525.99,1,0,0,175399.14,0,0,1,0
4566,582,0,38,9,135979.01,4,1,1,76582.95,1,1,0,0
4567,767,0,34,8,0.0,2,1,0,94767.77,0,1,0,0
4568,833,1,30,1,0.0,2,1,0,141860.62,0,1,0,0
4569,628,1,39,6,0.0,2,0,0,134441.6,0,1,0,0
4570,675,0,38,1,104016.88,1,0,0,22068.83,1,1,0,0
4571,661,1,38,7,143006.7,1,1,1,15650.89,0,0,0,1
4572,681,0,44,4,91115.76,2,0,0,24208.84,1,0,1,0
4573,718,0,44,1,133866.22,1,0,1,139049.24,0,1,0,0
4574,731,0,43,9,79120.27,1,0,0,548.52,1,0,1,0
4575,741,0,44,7,0.0,2,1,1,190534.76,0,1,0,0
4576,466,1,29,6,0.0,2,1,1,2797.27,0,1,0,0
4577,734,0,29,0,139994.66,1,1,0,17744.72,0,1,0,0
4578,459,0,42,6,129634.25,2,1,1,177683.02,1,0,0,1
4579,695,1,45,3,0.0,2,1,1,30793.61,0,1,0,0
4580,706,1,29,2,0.0,2,1,1,18255.51,0,0,0,1
4581,740,0,37,9,0.0,2,1,1,73225.31,0,1,0,0
4582,507,1,31,2,134237.07,1,1,1,166423.66,1,0,1,0
4583,581,0,27,5,102258.11,2,1,0,194681.6,0,1,0,0
4584,608,1,37,5,146093.39,2,0,0,160593.41,0,1,0,0
4585,430,1,38,9,0.0,2,1,1,12050.77,0,1,0,0
4586,721,1,41,7,0.0,2,0,1,61018.85,0,1,0,0
4587,589,0,31,10,110635.32,1,1,0,148218.86,0,1,0,0
4588,542,1,38,8,65942.26,1,1,1,68093.23,1,1,0,0
4589,649,1,39,3,113096.41,1,1,1,60335.24,0,1,0,0
4590,648,0,34,3,0.0,1,1,0,54726.43,0,1,0,0
4591,778,1,24,4,0.0,2,1,1,162809.2,0,1,0,0
4592,575,0,37,9,133292.45,1,1,0,111175.09,0,0,0,1
4593,690,1,32,2,76087.98,1,0,1,151822.66,0,0,0,1
4594,707,1,48,8,88441.64,1,1,1,119903.2,1,0,0,1
4595,605,0,51,9,104760.82,1,1,1,165574.54,1,1,0,0
4596,848,1,40,3,110929.96,1,1,1,30876.84,0,0,0,1
4597,773,1,52,2,0.0,2,1,0,57337.79,0,0,0,1
4598,667,0,36,1,114391.62,1,1,1,53412.54,0,0,1,0
4599,536,0,35,4,121520.36,1,0,0,77178.42,0,0,1,0
4600,609,1,61,1,0.0,1,1,0,22447.85,1,0,0,1
4601,688,1,26,8,146133.39,1,1,1,175296.76,0,0,1,0
4602,850,0,35,5,0.0,1,1,1,80992.8,0,1,0,0
4603,544,1,22,4,0.0,2,1,0,70007.67,0,0,0,1
4604,735,1,34,5,0.0,2,0,0,71095.41,0,0,0,1
4605,694,0,58,1,143212.22,1,0,0,102628.56,1,0,1,0
4606,512,0,33,6,121685.31,2,1,1,83681.97,0,1,0,0
4607,529,1,35,5,0.0,2,1,1,187288.5,0,0,0,1
4608,621,0,40,7,0.0,2,0,1,131283.6,1,0,0,1
4609,482,0,35,5,147813.05,2,0,0,109029.72,0,1,0,0
4610,844,1,40,7,113348.14,1,1,0,31904.31,1,1,0,0
4611,787,1,32,4,0.0,2,1,1,13238.93,0,1,0,0
4612,645,1,42,6,0.0,1,0,0,149807.01,0,1,0,0
4613,687,0,29,7,93617.07,1,0,1,113050.92,0,0,0,1
4614,664,1,36,1,0.0,2,1,1,95372.64,0,1,0,0
4615,648,1,33,5,138664.24,1,1,0,29076.27,0,0,1,0
4616,690,1,47,2,0.0,2,1,0,151375.73,0,1,0,0
4617,714,1,25,2,0.0,1,1,1,132979.43,0,0,0,1
4618,461,0,28,8,0.0,1,1,1,103349.74,0,1,0,0
4619,603,1,46,2,0.0,2,1,0,174478.54,0,0,0,1
4620,648,1,37,6,131753.41,1,1,0,86894.67,0,0,1,0
4621,773,0,50,4,0.0,2,1,0,129372.94,0,1,0,0
4622,786,0,33,0,122325.58,1,0,0,34712.34,1,0,1,0
4623,445,1,25,6,0.0,2,1,0,119425.94,0,1,0,0
4624,621,1,27,4,137003.68,1,1,0,21254.06,0,1,0,0
4625,635,0,36,9,81231.85,2,1,0,196731.08,0,0,1,0
4626,526,0,32,6,131938.92,2,1,1,1795.93,0,0,1,0
4627,731,1,31,1,132512.26,1,1,1,185466.85,0,1,0,0
4628,549,1,31,4,0.0,2,0,1,25684.85,0,1,0,0
4629,628,1,38,10,113525.84,1,1,0,46044.48,1,0,1,0
4630,549,0,24,9,0.0,2,1,1,14406.41,0,0,0,1
4631,532,1,52,9,137755.76,1,1,0,163191.99,1,0,1,0
4632,608,0,38,8,103653.51,2,1,1,137079.86,0,0,1,0
4633,684,1,59,9,122471.09,1,0,1,15807.07,0,0,1,0
4634,674,0,27,4,79144.34,1,0,1,50743.83,0,1,0,0
4635,627,0,35,7,0.0,1,1,0,187718.26,0,0,0,1
4636,575,1,53,1,84903.33,2,0,1,26015.8,0,0,0,1
4637,752,1,48,5,116060.08,1,1,0,156618.38,1,0,0,1
4638,755,0,29,3,0.0,3,1,0,4733.94,0,1,0,0
4639,850,1,28,9,97408.03,1,1,1,175853.64,0,0,0,1
4640,738,1,26,9,0.0,2,1,1,48644.94,0,1,0,0
4641,728,1,33,8,129907.63,1,0,1,36083.96,0,1,0,0
4642,678,1,83,6,123356.63,1,0,1,92934.41,0,0,1,0
4643,435,1,54,3,0.0,1,1,0,156910.46,1,1,0,0
4644,807,0,42,9,105356.09,2,1,1,130489.37,0,0,1,0
4645,828,1,47,1,109876.82,2,1,0,83611.45,1,0,0,1
4646,614,1,49,1,0.0,2,1,0,192440.54,0,1,0,0
4647,640,1,37,5,158024.38,1,1,0,81298.09,0,0,0,1
4648,512,1,40,5,0.0,2,1,1,146457.83,0,1,0,0
4649,681,1,32,3,148884.47,2,1,1,90967.37,0,1,0,0
4650,716,1,41,9,0.0,1,1,1,113267.48,0,1,0,0
4651,588,0,48,1,143279.58,2,1,0,31580.8,1,0,1,0
4652,850,1,37,4,88141.1,1,1,0,109659.12,0,0,0,1
4653,827,0,47,8,143001.5,2,1,0,108977.5,0,0,1,0
4654,665,1,25,5,153611.83,2,1,0,35321.65,0,0,1,0
4655,605,1,32,9,0.0,2,1,1,55724.24,0,1,0,0
4656,660,1,37,2,97324.91,1,1,0,23291.83,0,1,0,0
4657,408,0,84,8,87873.39,1,0,0,188484.52,1,1,0,0
4658,616,1,30,2,0.0,2,1,0,199099.51,0,0,0,1
4659,584,0,30,8,112013.81,1,1,0,177772.03,1,0,1,0
4660,684,0,41,7,0.0,1,1,1,138394.37,0,0,0,1
4661,516,1,51,8,120124.35,2,0,1,168773.54,0,1,0,0
4662,785,1,36,2,0.0,1,0,1,61811.1,0,1,0,0
4663,679,0,40,7,0.0,2,1,1,163757.29,0,0,0,1
4664,657,1,41,8,109402.13,1,1,1,66463.62,0,0,0,1
4665,762,1,35,1,117458.51,1,0,1,178361.48,1,0,1,0
4666,619,0,49,9,145359.99,1,1,0,38186.85,0,1,0,0
4667,711,1,34,4,133467.77,2,1,1,42976.64,0,0,1,0
4668,640,1,62,3,0.0,1,1,1,101663.47,0,0,0,1
4669,617,0,35,5,0.0,2,0,1,13066.3,0,1,0,0
4670,570,0,57,5,86568.75,1,0,1,103660.31,0,0,1,0
4671,679,0,44,3,118742.74,2,1,0,1568.91,0,1,0,0
4672,633,1,37,7,141546.35,1,1,1,124830.11,0,1,0,0
4673,553,1,31,6,0.0,2,0,0,124596.63,0,1,0,0
4674,796,1,56,6,94231.13,1,0,0,121164.6,1,0,0,1
4675,611,1,40,1,0.0,2,1,1,102547.56,0,1,0,0
4676,626,1,34,7,113014.7,2,1,1,56646.28,0,1,0,0
4677,781,0,28,4,0.0,2,1,0,177703.15,0,1,0,0
4678,508,0,25,2,111395.53,1,0,1,48197.06,0,1,0,0
4679,625,0,51,4,124620.01,2,1,0,92243.94,1,1,0,0
4680,613,1,26,4,100446.57,1,0,1,149653.81,0,1,0,0
4681,471,1,23,6,104592.55,2,1,0,131736.23,0,0,1,0
4682,678,0,22,6,118064.93,2,1,1,195424.01,0,1,0,0
4683,549,1,37,2,112541.54,2,0,0,47432.43,0,1,0,0
4684,581,0,47,1,122949.14,1,0,0,180251.68,1,1,0,0
4685,673,1,37,4,0.0,2,0,0,163563.07,0,1,0,0
4686,530,0,33,4,129307.32,1,1,1,172930.28,0,1,0,0
4687,585,0,30,6,0.0,2,1,1,137757.69,0,1,0,0
4688,743,0,39,8,0.0,1,1,0,94263.44,0,1,0,0
4689,589,0,37,6,138497.84,1,0,1,18988.58,0,1,0,0
4690,488,1,43,10,112751.13,1,1,1,28332.0,0,1,0,0
4691,729,1,44,6,0.0,2,1,0,151733.43,0,1,0,0
4692,567,0,40,2,105222.86,2,1,0,93795.86,0,0,1,0
4693,444,0,45,4,0.0,2,1,0,161653.5,1,1,0,0
4694,689,0,30,5,136650.89,1,1,1,41865.72,1,0,1,0
4695,650,1,34,4,142393.11,1,1,1,11276.48,0,0,1,0
4696,637,1,33,0,132255.99,2,0,1,74588.41,0,1,0,0
4697,619,1,34,1,0.0,1,1,0,139919.38,0,0,0,1
4698,766,1,36,5,78381.13,1,0,1,153831.6,0,0,0,1
4699,509,1,29,1,0.0,2,1,0,69113.14,0,0,0,1
4700,639,1,43,6,99610.92,2,1,0,187296.78,0,1,0,0
4701,813,0,62,10,64667.95,2,0,1,140454.14,0,1,0,0
4702,640,0,75,1,106307.91,2,0,1,113428.77,0,0,1,0
4703,724,1,37,6,125489.4,1,1,0,118570.53,0,0,1,0
4704,608,0,28,4,0.0,2,1,0,10899.63,1,0,0,1
4705,679,1,40,1,0.0,1,1,1,16897.19,0,1,0,0
4706,566,0,21,3,0.0,2,1,1,3626.47,0,1,0,0
4707,608,1,44,7,114203.47,1,1,1,77830.36,1,0,1,0
4708,691,1,38,9,163965.69,2,0,1,103511.26,0,0,1,0
4709,682,0,43,5,125851.93,1,1,1,193318.33,0,1,0,0
4710,759,0,33,2,0.0,2,1,0,56583.88,0,1,0,0
4711,693,0,57,9,0.0,2,1,1,135502.77,0,0,0,1
4712,711,1,38,4,123345.85,1,1,0,141827.83,0,1,0,0
4713,807,1,42,7,118274.71,1,1,1,25885.72,0,1,0,0
4714,850,0,39,2,0.0,2,1,0,179451.42,0,1,0,0
4715,794,0,55,6,115796.7,1,1,0,160526.36,1,0,1,0
4716,569,0,34,3,0.0,1,1,0,133997.53,0,0,0,1
4717,603,1,46,4,98899.76,2,1,1,86190.34,0,0,1,0
4718,623,1,42,1,149332.48,2,1,0,100834.22,0,0,1,0
4719,655,0,56,5,0.0,2,1,1,41782.7,0,0,0,1
4720,663,1,44,2,117028.6,2,0,1,144680.18,0,0,1,0
4721,622,0,38,4,98640.74,1,1,1,110457.99,0,1,0,0
4722,432,0,45,3,110219.14,1,1,0,43046.7,1,0,1,0
4723,555,1,40,10,139930.18,1,1,1,105720.09,0,1,0,0
4724,714,0,35,6,126077.43,2,1,1,53954.24,0,0,1,0
4725,498,0,29,9,0.0,1,1,0,190035.83,0,1,0,0
4726,781,0,48,0,57098.96,1,1,0,85644.06,1,1,0,0
4727,773,0,33,10,0.0,1,1,1,98820.09,0,0,0,1
4728,624,1,37,0,0.0,2,0,0,112104.55,0,1,0,0
4729,520,0,45,1,123086.39,1,1,1,41042.4,1,0,1,0
4730,676,1,48,3,80697.44,1,0,0,101397.86,0,0,1,0
4731,485,1,51,7,144244.59,2,1,0,51113.14,0,0,1,0
4732,681,1,49,8,142946.18,1,0,0,187280.51,1,0,1,0
4733,850,1,68,5,169445.4,1,1,1,186335.07,0,1,0,0
4734,587,1,55,9,0.0,1,1,0,64593.07,0,1,0,0
4735,850,1,38,2,94652.04,1,1,1,171960.76,0,0,0,1
4736,601,0,26,7,105514.69,2,1,0,50070.59,0,0,1,0
4737,547,1,32,8,155726.85,1,1,0,67789.99,0,0,1,0
4738,682,0,35,2,181166.44,1,1,1,63737.19,1,1,0,0
4739,679,1,35,1,130463.55,2,1,1,37341.17,0,0,1,0
4740,694,1,42,3,156864.2,2,0,0,88890.75,0,1,0,0
4741,605,1,35,6,0.0,2,1,1,45206.57,0,1,0,0
4742,493,1,36,9,0.0,2,1,1,65816.53,0,1,0,0
4743,841,0,31,3,162701.65,2,1,1,126794.56,0,1,0,0
4744,563,0,34,6,0.0,2,0,0,36536.93,0,1,0,0
4745,646,1,25,5,182876.88,2,1,1,42537.59,1,0,0,1
4746,631,1,48,1,106396.48,1,1,1,150661.42,1,0,1,0
4747,517,1,41,2,0.0,2,0,1,75937.47,0,1,0,0
4748,698,0,37,2,166178.02,2,1,1,71972.95,0,1,0,0
4749,658,0,45,9,134562.8,1,1,1,159268.67,0,0,1,0
4750,783,0,44,3,81811.71,1,1,0,164213.53,1,0,0,1
4751,479,1,35,9,92833.89,1,1,0,99449.86,1,0,1,0
4752,656,1,45,5,127864.4,1,1,0,87107.57,0,1,0,0
4753,623,0,28,4,0.0,2,1,0,41227.67,0,1,0,0
4754,656,1,30,3,0.0,2,0,1,17104.0,0,1,0,0
4755,641,1,25,10,0.0,2,1,1,180808.39,0,0,0,1
4756,523,0,24,5,172231.93,1,0,1,155144.12,0,0,0,1
4757,506,1,34,7,0.0,2,0,0,115842.1,0,1,0,0
4758,702,1,26,5,56738.47,2,1,1,100442.22,1,1,0,0
4759,676,1,30,1,128207.23,1,1,1,55400.17,0,1,0,0
4760,670,1,38,10,89416.99,1,0,0,144275.39,0,1,0,0
4761,623,1,45,0,0.0,1,1,0,196533.72,1,1,0,0
4762,586,0,33,7,0.0,2,1,1,168261.4,0,0,0,1
4763,583,1,51,6,125268.03,2,1,0,165082.25,0,1,0,0
4764,643,1,59,3,170331.37,1,1,1,32171.79,0,0,1,0
4765,641,0,51,2,117306.69,4,1,1,26912.72,1,0,1,0
4766,687,0,47,7,0.0,2,1,1,177624.01,0,1,0,0
4767,573,1,52,8,0.0,2,0,1,178229.04,0,1,0,0
4768,694,1,30,10,144684.03,1,1,1,31805.49,0,1,0,0
4769,650,1,37,5,106967.18,1,0,0,24495.03,0,1,0,0
4770,583,0,40,3,54428.37,1,1,0,109638.78,1,0,0,1
4771,623,1,41,2,142412.13,1,1,0,28778.98,0,0,0,1
4772,616,1,37,9,0.0,1,1,0,111312.96,0,1,0,0
4773,686,1,25,1,0.0,2,0,1,16459.37,0,1,0,0
4774,690,1,36,10,0.0,2,1,0,55902.93,0,0,0,1
4775,484,0,55,8,149349.58,3,0,0,137519.92,1,0,1,0
4776,664,1,25,6,172812.72,2,1,1,108008.65,0,0,1,0
4777,470,0,48,6,140576.11,1,1,1,116971.05,0,0,0,1
4778,754,0,55,3,161608.81,1,1,0,8080.85,1,0,1,0
4779,516,0,65,9,102541.1,1,1,0,181490.42,0,0,0,1
4780,521,1,25,7,0.0,2,1,1,157878.67,0,1,0,0
4781,627,0,37,7,147361.57,1,1,1,133031.96,0,0,1,0
4782,543,0,46,5,140355.6,1,1,1,85086.78,0,0,0,1
4783,850,0,26,8,123126.29,1,1,0,74425.41,0,0,1,0
4784,583,0,42,4,0.0,2,1,0,17439.66,0,1,0,0
4785,631,0,41,0,0.0,1,0,0,87959.83,0,0,0,1
4786,629,1,28,8,108601.0,1,1,1,119647.7,0,0,1,0
4787,536,1,46,1,65733.41,1,1,0,61094.53,0,1,0,0
4788,537,0,38,1,96939.06,1,1,1,102606.92,0,0,0,1
4789,692,0,42,2,0.0,2,1,0,145222.93,0,1,0,0
4790,596,1,41,5,0.0,2,0,1,141053.85,0,0,0,1
4791,746,0,24,4,0.0,1,0,1,94105.0,0,1,0,0
4792,615,0,33,3,137657.25,2,1,1,171657.57,0,0,1,0
4793,514,1,38,4,112230.38,1,1,0,16717.11,1,1,0,0
4794,627,0,55,2,159441.27,1,1,0,100686.11,1,1,0,0
4795,720,0,45,1,102882.4,2,1,1,35633.15,1,1,0,0
4796,543,0,32,7,147256.86,1,1,0,112771.95,0,1,0,0
4797,640,1,33,8,81677.22,2,0,0,34925.56,0,0,1,0
4798,842,0,35,9,119948.09,1,1,0,48217.97,1,0,1,0
4799,785,0,31,2,121691.54,2,0,0,81778.72,0,0,0,1
4800,550,1,62,7,80927.56,1,0,1,64490.67,0,0,0,1
4801,580,1,38,9,115442.19,2,1,0,128481.5,1,0,1,0
4802,621,1,39,6,0.0,2,1,1,58883.91,0,1,0,0
4803,850,0,28,9,0.0,2,1,0,185821.41,0,1,0,0
4804,738,1,29,2,0.0,2,1,1,170421.13,0,1,0,0
4805,553,0,31,4,0.0,2,1,1,89087.4,0,1,0,0
4806,613,0,45,9,142765.24,2,1,0,34749.65,0,0,1,0
4807,808,1,39,3,124216.93,1,0,1,171442.36,0,0,1,0
4808,718,1,43,5,132615.73,2,1,0,32999.1,0,0,1,0
4809,652,1,27,10,107303.72,2,0,0,44435.76,0,1,0,0
4810,724,0,53,1,139687.66,2,1,1,12913.92,0,0,1,0
4811,765,1,36,8,92310.54,2,1,1,72924.56,0,0,1,0
4812,690,1,21,8,0.0,2,1,1,155782.89,0,1,0,0
4813,619,1,38,3,96143.47,1,0,0,98994.92,0,0,0,1
4814,576,1,19,6,0.0,2,0,0,72306.07,0,0,0,1
4815,675,0,29,8,121326.42,1,1,0,133457.52,0,0,1,0
4816,762,0,35,3,119349.69,3,1,1,47114.18,1,0,0,1
4817,640,0,50,9,117565.03,2,0,0,82559.77,0,1,0,0
4818,748,1,45,2,119852.01,1,0,0,73853.94,1,0,1,0
4819,527,1,32,0,0.0,1,1,0,109523.88,0,1,0,0
4820,807,0,40,1,134590.21,1,1,1,46253.65,0,0,1,0
4821,745,0,38,7,0.0,2,1,1,194230.82,0,0,0,1
4822,596,1,32,3,96709.07,2,0,0,41788.37,0,0,1,0
4823,493,1,32,8,46161.18,1,1,1,79577.4,0,0,0,1
4824,703,1,73,5,137761.55,1,1,1,159677.46,0,0,0,1
4825,551,1,42,2,139561.46,1,1,0,43435.43,1,1,0,0
4826,598,1,38,1,101487.18,1,1,1,75959.1,1,0,1,0
4827,753,1,35,4,0.0,2,1,1,106303.4,0,1,0,0
4828,686,1,29,3,185379.02,1,1,0,64679.07,0,0,1,0
4829,666,0,27,1,85225.21,1,0,1,64511.44,0,1,0,0
4830,677,0,72,8,0.0,2,1,1,153604.44,0,1,0,0
4831,590,0,32,0,127763.24,1,1,0,100717.54,0,1,0,0
4832,765,0,32,9,178095.55,1,0,0,47247.56,0,0,0,1
4833,701,1,35,10,159693.9,2,1,1,71173.64,0,0,0,1
4834,645,0,55,7,0.0,2,1,1,18369.33,0,1,0,0
4835,619,1,25,4,0.0,1,1,0,145524.36,0,1,0,0
4836,721,0,35,6,118273.83,1,0,1,3086.89,0,1,0,0
4837,569,0,41,4,139840.36,1,1,1,163524.7,0,0,0,1
4838,588,0,35,7,0.0,2,1,1,108739.15,0,0,0,1
4839,663,0,53,6,150200.23,1,0,1,151317.27,1,0,0,1
4840,628,0,30,9,132351.29,2,1,1,74169.13,0,0,1,0
4841,709,1,32,4,147307.91,1,0,1,40861.55,0,1,0,0
4842,659,1,39,8,106259.63,2,1,1,198103.32,0,0,1,0
4843,529,0,31,7,0.0,2,1,1,175697.87,0,1,0,0
4844,735,1,31,3,119558.35,1,0,0,72927.68,0,1,0,0
4845,684,1,37,1,126817.13,2,1,1,29995.83,1,0,1,0
4846,600,1,35,4,143744.77,2,1,0,104076.51,0,1,0,0
4847,648,0,43,7,81153.82,1,1,1,144532.85,1,0,0,1
4848,663,0,37,8,155303.71,1,1,0,118716.63,0,0,1,0
4849,542,1,34,8,108653.93,1,0,1,144725.14,0,0,0,1
4850,699,1,22,9,99339.0,1,1,0,68297.61,1,1,0,0
4851,676,0,30,5,0.0,2,0,1,157888.5,0,0,0,1
4852,757,0,30,6,161378.02,1,0,0,71926.28,1,0,1,0
4853,550,1,33,4,118400.91,1,0,1,13999.64,1,0,1,0
4854,834,0,49,2,131394.56,1,0,0,194365.76,1,1,0,0
4855,762,1,29,10,115545.33,2,1,0,148256.43,0,0,0,1
4856,540,1,39,1,82531.11,1,1,0,114092.52,0,0,1,0
4857,591,0,39,3,0.0,3,1,0,140469.38,1,0,0,1
4858,735,1,73,9,0.0,1,1,1,114283.33,0,1,0,0
4859,641,1,65,6,38340.02,1,1,0,32607.77,1,1,0,0
4860,468,0,42,5,0.0,2,1,0,125305.34,0,1,0,0
